Title,Link,Published Date,Article Text
Malaysia picked FA-50 over LCA-Tejas due to ‘Service Record’: Report,https://idrw.org/malaysia-picked-fa-50-over-lca-tejas-due-to-service-record-report/,"March 20, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Korea Aerospace Industries (KAI) last month got the contract to supply 18 FA-50 Golden Eagle Trainer/Combat aircraft from the Royal Malaysian Air Force (RMAF) where India’s very own LCA-Tejas Mk1A jet was a distant second in the race during the final selection process as per latest Malaysian media reports. Malaysian then-defence minister Hishammuddin Hussein praised the FA-50 Golden Eagle last year as a ‘reliable platform based on good reputation’, it was probably was first signs why it was picked. This Week Present Defense Minister Mohamad Hasan said in parliament that the FA-50 decision was based on the platform’s ‘service record’, adding that Malaysia does not want its military personnel to be involved in a ‘laboratory test’. FA-50 and JF-17 both had higher production rates and units has export success which might have gone against India’s LCA-Tejas. India has inducted only 40 odd Tejas Mk1 fighter jets, but IAF has placed further orders for 83 more jets with 50 more additional units to be procured in the pipeline, but it seems it was not impressive for the Malaysian Military Planners since KAI has manufactured nearly 200 units of T-50/FA-50 variants in last 15 years and the jet is flown by Air forces of the Indonesia, Iraq, Philippines, Poland, Thailand and host country South Korea. Malaysia did acknowledge that Tejas could have been a much cheaper option than FA-50 and was much more capable but RMAF faced several issues with its now retired Russian-supplied Mig-29 and continues to face service and spare issues with its Su-30MKM fleet and clearly, they didn’t want to bet on LCA-Tejas due to several delays first in induction of this jets in IAF and low rate of production . Tejas fleet in IAF will expand and the rate of production will pick up in the next few years as IAF is set to induct the first batch of upgraded Tejas Mk1A fighter jets from 2024 onwards."
HAL remains non-committal on the engine for HLFT-42 Program,https://idrw.org/hal-remains-non-committal-on-the-engine-for-hlft-42-program/,"March 20, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Indian-state-owned Hindustan Aeronautics Limited (HAL) unveiled the Hindustan Lead-in Fighter Trainer (HLFT-42) design of the scale model at Aero India 2023 with some basic specifications of the aircraft but had refrained from disclosing the choice of engine for the platform. Initially, HLFT-42 was assumed will be powered by a Dry Kaveri engine derivate with After burning module generating 73kN Class of thrust or will be powered by a GE F-404 engine generating 84kN of thrust but after it was confirmed that the aircraft will have a Maximum take-off weight of 16.5-tons just shy away from 17.5-tons MTOW of the Tejas Mk2 aircraft it seemed GE’s F414 engine generating 98kn of thrust could be an obvious choice. HAL is still to commence the full-scale engineering work on the proposed HLFT-42 program and HAL officials at Aero India 2023 who spoke to idrw.org were still non committal about the choice of engine. But idrw.org has been informed that It seems various higher thrust engines will be evaluated as HAL wants its next-gen trainer to be future-ready and fully equipped to be used to train future 5th and 6th generation pilots that might see the advent era of directed-energy weapons (DEW) and high-tech multi-sensory requirement for manned and unmanned teaming systems. As the program progresses in the next few years it will be clear which choice of engine will be used to power India’s next-gen fighter trainer aircraft."
Indian Navy plans to have BMD coverage for future Carrier Battle Groups,https://idrw.org/indian-navy-plans-to-have-bmd-coverage-for-future-carrier-battle-groups/,"March 20, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG The Indian Navy (IN) is taking steps to get approval for the second aircraft carrier and has plans to procure a third aircraft carrier in the distant future that will be bigger than any aircraft carrier that it has ever operated with a displacement of over 65000 tons equipped with a Catapult Assisted Take-Off But Arrested Recovery (CATOBAR) system. Indian Navy is well aware that carrier battle groups (CBGs) are more vulnerable due to the development of Anti-ship ballistic missiles and Hypersonic Anti-ship cruise missiles that are taking shape which will make it much more difficult for the present multi Air defence layer onboard warships to intercept. Indian Navy considers China’s evolved A2/AD strategy a serious threat to its fleet and Aircraft carriers will particularly be vulnerable when China will also pass on to Pakistan some of its advanced Anti-ship ballistic missiles or Anti-ship cruise missiles for which it has plans to add much more sophisticated layered air defence system in place that will able to neutralize next generation anti-ship weapons. Under Phase-II Ballistic Missile Defence (BMD) program, India has plans to equip its frontline warships and Missile cruisers with long-range interceptor missiles designed for both low exo-atmospheric and endo-atmospheric interception of long-range ballistic missiles. India Navy has plans to induct such missile-equipped warships as part of the future carrier battle groups (CBGs) to provide multi-layered air defence coverage to its aircraft carrier and also strengthen its defence against new emerging threats."
Japan is likely to propose joint ventures in the defence sector with India,https://idrw.org/japan-is-likely-to-propose-joint-ventures-in-the-defence-sector-with-india/,"March 19, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Chinese belligerents in the Indo-Pacific and having military friction with Tokyo over Senkaku Islands and in East Ladakh with India, Japan is considering taking up joint ventures within the defence sector in India for the development of weapons systems that can be locally manufactured in both countries and come as military aid in event of conflict for both countries. Japan and India over the last few years have increased the frequency of military exercises between both countries but both are yet to collaborate on the sale of military weapons to each other. India and Japan were close to inking a deal for the sale of 15 ShinMaywa US-2 amphibious aircraft for the Indian Navy with local production rights but the deal fell through due to the high cost of amphibious aircraft."
Embraer expected to send formal Jv proposal under consideration with HAL,https://idrw.org/embraer-expected-to-send-formal-jv-proposal-under-consideration-with-hal/,"March 19, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Embraer, a Brazilian Aerospace giant that had brought to India its C-390 Millennium, a medium-size, twin-engine, jet-powered military transport aircraft at Aero India 2023 and on the sidelines had talks with Indian state-owned Hindustan Aeronautics Limited officials on a possible joint venture to pitch this aircraft to Indian Air Force. idrw.org has been informed that both companies are in talks of local manufacturing of the Transporter but it is at the initial stage and HAL is yet to get a full proposal from the Embraer on setting up a joint venture as IAF is still going through offers that it got for OEMs. IAF is looking to procure 40-80 units of Transport aircraft that can carry a payload of 30 tons to replace ageing An-32 Transport aircraft from 2030 onwards. Interestingly Russia is also keen to have a tie-up with HAL on a possible revival of a joint offer to locally develop Ilyushin Il-276 Transporter aircraft in the country."
TEDBF might go the SPV route like the AMCA program,https://idrw.org/tedbf-might-go-the-spv-route-like-the-amca-program/,"March 18, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG The indigenous Advanced Medium Combat Aircraft (AMCA) would be built under Special Purpose Vehicle (SPV) route that will see Hindustan Aeronautics Limited (HAL), the Defence Research and Development Organization (DRDO), and private investors, idrw.org has been informed that Indian Navy is also exploring thoughts of also developing Twin Engine Deck Based Fighter (TEDBF) production in similar lines to ease out production woes and negate any possible delays. Dubbed as a “5th generation minus” fighter jet, TEDBF will be an advanced deck-based fighter jet program with its near 5th gen capabilities and with assured orders of 45 units that will expand to 100 when it enters production, Navy seems to be interested in exploring SPV route for the program. Hindustan Aeronautics Limited will be manufacturing four to five initial prototypes that will be used for flight trials and will require the setting up of a new production line in existing facilities when it enters production. HAL plans to begin negotiations with interested private sector companies as soon as the project gets clearance from Committee on Security (CCS) for the AMCA program where private companies will form a majority stake in a new joint venture that will manufacture AMCA fighter jets in a production line that will come up in Tamil Nadu’s Coimbatore district."
Navy issues multiple NOTAM for missile tests,https://idrw.org/navy-issues-multiple-notam-for-missile-tests/,"March 19, 2023",SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Indian Navy has issued A Notice to Airmen (NOTAM) for a period of 22 March to 6th April as per information provided by Twitter user Damien Symon@detresfa_. Three NOTAM issued as seen above for likely missile tests from the frontline warships that might also include a test of the Brahmos cruise missiles. India already has started the production of BrahMos which has a range of 450km and many tests are planned to revalidate all the parameters.
No Compromise on safety after tactical helmet row: Government,https://idrw.org/no-compromise-on-safety-after-tactical-helmet-row-government/,"March 18, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Responding to a question by Preneet Kaur, Member of Parliament from Patiala, on whether the government proposes to make wearing of tactical helmets by Sikh soldiers compulsory, Minister of State for Defence, Ajay Bhatt said in the Lok Sabha said “Sikh troops battling terrorism have been wearing bulletproof patka over cloth patka while maintaining their religious identity. Tank crew of armored regiments also wear padded communication head gear,”. The Ministry of Defence issued a request for proposal earlier this year to procure ballistic helmets specifically designed for Sikh troops. Some Sikh religious and political leaders opposed the move, claiming that wearing a helmet instead of the traditional turban violated Sikhism’s tenets and would harm Sikh identity. The government has made it clear that all-around protection in challenging environments is a must and bulletproof jackets and bulletproof helmets are mandatory to be used in the conflict zone as there can’t be any compromise."
DRDO plans further changes to the MPATGM,https://idrw.org/drdo-plans-further-changes-to-the-mpatgm/,"March 18, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG The Defence Research and Development Organisation (DRDO) that demonstrated the final deliverable configuration of the Man Portable Anti-Tank Guided Missile (MPATGM) last year is working to carry out further refinement in the anti-tank guided missile system to make it lighter. MPATGM weighs 14.5 kg, with its command launch unit (CLU) weighing 14.25 kg which combines a laser designator with digital all-weather sight but DRDO now plans to reduce 10-20% weight to make it much more compact and improve mobility for soldiers. DRDO claims that MPATGM with reduced weight should be ready in the next 2-3 years even though it is not clear if it was requested by the Indian Army or it was decided by the DRDO since similar classes of ATGM like American-made FGM-148 Javelin and Akeron MP developed by MBDA France have a weight of around 15kg."
Project-77: India may reduce procurement of Nuclear attack submarines,https://idrw.org/project-77-india-may-reduce-procurement-of-nuclear-attack-submarines/,"March 17, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG According to a report by Veteran journalist ” Sandeep Unnithan”, Indian Navy’s plans to procure six next-generation nuclear attack submarine might get principal approval initially only for three submarines as plans to procure six submarines in the first lot has been scrapped due to high procurement costs. The Navy got principal approval for the development of nuclear attack submarines in 2016 and in 2019 it was decided only three submarines will be developed under Project-77. but after the initial investment of 100 crores for research and development, more funds for the program were not allocated and the project still waits for clearance. idrw.org had reported that the Navy is considering the French offer of developing an indigenized nuclear attack submarine based on the Barracuda-class submarine design but no major decision has been taken on this yet while work on indigenous design also is going on in parallel. idrw.org has been told that they were also disagreements on who will fund the development of a new 190MW pressurized water reactor (PWR) by the Bhabha Atomic Research Centre (BARC) that will be used to power nuclear attack submarine program and variant of the same reactor was to be developed for the S5 Class of Boombers, a naval slang used for ballistic missile submarines. BARC completed the initial design for the 190MW PWR in 2018 but still has not developed a land-based prototype for the program to test its design."
Chakra III: Russia likely to delay the handover of a nuclear submarine to India,https://idrw.org/chakra-iii-russia-likely-to-delay-the-handover-of-a-nuclear-submarine-to-india/,"March 17, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG In 2019, India leased an Akula Class Nuclear attack submarine for 10 years from Russia for a sum of $3 billion with the transfer to India happening by end of 2025 or 2026 might be postponed to late 2027 due to the present security situation in Europe and the possibility of the further escalation of the Ukraine war. K-152 (Chakra II) which was on lease to India from 2012 and 2021 was returned 1 year earlier due to issues with the maintenance of the nuclear reactor. Russia decommissioned K-322 Kashalot as soon deal with India was signed earlier in 2019 and is speculated to be the Akula class submarine that is on offer to India as Chakra III. K-322 Kashalot submarine is presently undergoing medium repair and deep modernization at the Zvezdochka Ship Repair Center and her overhaul will see a refurbished hull, modernization and fitment of Indian communication systems and sensors that were expected to be finished in 2024 with sea trials and later handover to India by late 2025."
IAF’s Su-30 fleet to be equipped with Long Range Stand-Off Weapon (LRSOW) Air Launched Cruise Missile,https://idrw.org/iafs-su-30-fleet-to-be-equipped-with-long-range-stand-off-weapon-lrsow-air-launched-cruise-missile/,"March 17, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Defence Acquisition Council (DAC) has accorded Acceptance of Necessity (AoN) for the development of an indigenously designed, developed Long Range Stand-Off Weapon (LRSOW) to be integrated into the SU-30 MKI aircraft. LRSOW is an Air Launched Cruise Missile program that will be a Subsonic Cruise Missile with a range of 1000-1500km to take out static targets and mount precision strikes on high-value military installations deep inside enemy territory. LRSOW will be based on the Indigenous Technology Cruise Missile (ITCM) program that will be further refined to meet Indian Air Force requirements but in line with the Long Range Land Attack Cruise Missile (LRLACM) program that is under development for the Indian Navy’s requirements."
France offers Brazil type Nuclear submarine deal to India,https://idrw.org/france-offers-brazil-type-nuclear-submarine-deal-to-india/,"March 16, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG After being kicked out of the biggest submarine deal of the decade, sulking France is keen to get on board India’s plans to develop 6 nuclear attack submarine programs and has been having talks to offer India conventional technology from its Barracuda-class nuclear attack submarine program. Unlike the AUKUS deal where Australia will also be getting a Rolls-Royce-developed PWR3 nuclear reactor, France’s offer to India is in line with what it has offered to Brazil which is also developing its first nuclear attack submarine in assistance with France. Álvaro Alberto Brazil’s first nuclear-powered attack submarine is based on the French Scorpène-class design but with three times more displacement that is powered by a 48 MW Pressurized water reactor developed by the state-owned nuclear company Nuclebrás. France has offered India the overhauled design of a new attack submarine class based on its Barracuda-class submarine along with its pump-jet propulsion that will be mated to a 190 MW Pressurized water reactor currently under development by state-owned nuclear company BARC in consultation with Russian state-owned companies. India’s Warship Design Bureau since, 2015 has been working on an indigenous nuclear attack submarine program after getting grants from the Modi government for research and development purposes with chances of french pump-jet propulsion being part of the submarine if not the whole design based on the Barracuda-class submarine. Indian Navy is keen to include pump-jet propulsion for both its Nuclear attack submarine program and its S5 Class nuclear-powered ballistic missile submarine program."
US ready to jointly develop Hybrid Air Defence System with India,https://idrw.org/us-ready-to-jointly-develop-hybrid-air-defence-system-with-india/,"March 16, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG The United States plans to expand military and technological ties with India as the Biden administration appears to concede that India will refrain from buying Russian equipment only if a similar or better system is on offer to India and this has opened up space to talks now of co-development of jet engines, drones, next-generation aircraft and naval vessels. United States administration to stop India’s purchase of the S-400 system from Russia had offered Patriot (MIM-104), a long-range, all-altitude, all-weather air defence system first then upgraded its offer to the Terminal High Altitude Area Defense (THAAD), anti-ballistic missile defence system but that failed to prevent the purchase of S-400 system since it was seen as more than meets Indian requirements and much more cost-effective then American systems on offer. Indian officials had told American officials that Both Air defence systems on offer are simply too expensive and do not offer very long long-range interception capabilities against aerial threats like fighter jets and support aircraft like AWACS/FRA. Pentagon officials and other American strategic experts are very much concerned about Russia’s ability to offer its top-tier systems to India and bringing the F-35, fifth generation fighter aircraft to India recently was the American way of saying that they too can offer top-tier systems if India is willing to move away from Russia. idrw.org has been told that the American establishment had offered India to jointly develop an Air defence system which can be used as high altitude anti-ballistic missile and very long-range air defence system and recently again renewed its offer but this time with more details of the prospective system if it ever is cleared by both countries as a co-development project. India is already working on the THAAD class of systems to take out rogue ballistic missiles and already has completed phase-1 of its Ballistic Missile Defence Program and is working on Phase-II that will be able to take out longer ballistic missiles and also be equipped on frontline warships and missile cruiser. India is also working on the development of long-range air defence systems that can complement the Russian S-400 system but what’s on offer is a hybrid system that will offer both so that India doesn’t consider procuring more S-400 or its successor S-500 system from Russia. A system that is in class or better than what Russia can offer."
"Retrieving Pak-occupied Kashmir Very Much on Govt Agenda, Says Union Minister Jitendra Singh",https://idrw.org/retrieving-pak-occupied-kashmir-very-much-on-govt-agenda-says-union-minister-jitendra-singh/,"May 2, 2023","SOURCE: PTI To retrieve Pakistan-occupied Jammu and Kashmir and make it a part of India is very much on the government’s agenda, Union Minister Jitendra Singh said on Monday. In a meeting with London-based Jammu and Kashmir-origin students and social groups, he said after Prime Minister Narendra Modi took over, he sought to “correct several anomalies of the past that were the legacy of successive governments since 1947″. Singh, who is on an official visit to the UK, said the abrogation of Article 370 has created a sense of belonging among the people of Jammu and Kashmir and given them equal rights vis-a-vis their counterparts in the rest of the country. In 2019, the central government had abrogated the article, which gave special status to the erstwhile state of Jammu and Kashmir, and bifurcated it into Union territories of Jammu and Kashmir and Ladakh. Prime Minister Modi will be remembered for having brought “justice to refugees from Pakistan settled in Jammu and Kashmir and to the daughters of Jammu and Kashmir who were deprived of their constitutional rights of citizenship and owning property”, the minister of state for personnel said referring to the government’s 2019 decision. He said as a result of the corrective measures adopted by Prime Minister Modi, India’s stature has risen globally, and there is no ambiguity left as far as India’s position about Jammu and Kashmir is concerned which is, it is an integral part of the Indian Union. “If only the then prime minister Jawaharlal Nehru had allowed the then home minister Sardar Patel to handle Jammu and Kashmir in the same manner he was handling other princely states of India, today the part of Jammu and Kashmir that is illegally occupied by Pakistan would have been a part of India and the issue of PoK would have never have risen,” the minister said, according to an official statement. “However, he said, it is very much on the agenda of the government led by Prime Minister Modi and the BJP as a political party to retrieve the illegally occupied PoK from the control of Pakistan and restore it back to India,” it said. Different groups that interacted with Singh told him about the recent activities conducted by them to unite groups of people of Indian origin against anti-India forces, the statement said. The minister told them that time has come to create “our own narrative so that false narratives created by our adversaries do not gain upper hand”. Under Prime Minister Modi, the world is ready to listen to India’s viewpoint and the message that nobody can challenge or harm the integrity and sovereignty of India should go loud and clear across all sections, he said. The meeting, which lasted for nearly an hour, consisted of people engaged in different areas of work and hailing from different regions of Jammu and Kashmir. Present in the meeting were also representatives of the Jammu and Kashmir Study Centre branch in London who have their main office in New Delhi. There were also members of Dogra organisations of Jammu and Kashmir and members of Kashmiri Pandit activist groups, the statement said. Singh appreciated the manner in which they had contributed in correcting the negative narrative about India, particularly in the context of Jammu and Kashmir, by certain “vested interests” and had also stood up to the challenge of anti-India forces in the UK, the statement added."
Indian Navy to seek Government nod to buy more Kalvari Class Submarines,https://idrw.org/indian-navy-to-seek-government-nod-to-buy-more-kalvari-class-submarines/,"March 15, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Indian Navy will soon submit and put forward its request to procure three additional Kalvari Class Submarines equipped with an upgraded system like Air-independent propulsion (AIP), to the Prime Minister-led Cabinet Committee on Security (CCS) for project clearance. French Naval Group has been roped in by the Mazagon Dock Shipbuilders and Indian Navy to act as a consultant to overlook the integration of the DRDO developed Fuel Cell based Air Independent Propulsion (AIP) System into all six Kalvari class submarines including three more that are to be ordered soon. Mazagon Dock Shipbuilders had offered to develop three more Kalvari Class Submarines with higher indigenous content which was seconded by then Defence Minister Manohar Parrikar but the Navy was not too keen after 22,000 pages of top secret data of the submarine were leaked that included data on stealth capabilities of the submarines, frequencies at which intelligence is gathered, noise levels at various speeds, diving depths, range and endurance, magnetic and electromagnetic data, propeller noise, speed conditions for periscope use and torpedo launches. Indian Navy’s fifth stealth Scorpene class Submarine INS Vagir was commissioned into the Indian Navy earlier this year at the Naval Dockyard Mumbai while the last and Sixth Scorpene class Submarine INS Vagsheer is presently undergoing sea trials and will be inducted later this year."
Navy to seek Government nod for NGOPV and NGMV warship programs,https://idrw.org/navy-to-seek-government-nod-for-ngopv-and-ngmv-warship-programs/,"March 16, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Cabinet Committee on Security (CCS) or the Ministry of Defence likely will be clearing key Naval projects like that of Generation Offshore Patrol Vessels (NGOPVs) and Next Generation Missile Vessels (NGMVs) that have been held up for some time now as the financial year nears end soon. DAC accorded approval for the procurement of six indigenously designed next-generation offshore patrol vessels (NGOPVs) for the Navy for Rs 4,941 crore in 2018. NGOPVs will be built in Indian shipyards and will be fitted with state-of-the-art sensor suites with increased endurance, they said. These platforms will be used for a multitude of operational roles which include protection of offshore assets, maritime interdiction operations and search and seizure operations, surveillance missions, mine warfare and counter-infiltration operations. Next Generation Missile Vessels (NGMVs) as per RFI for 2015 are six new missile corvettes in displacement class of about 2,200-2,800 tonnes each that will be armed with 8 Surface to surface missiles and surface-to-air missile systems likely to be powered by two Rolls-Royce MT30 engines."
DRDO’s D4 anti-drone system to be deployed on the Western border with Pakistan,https://idrw.org/drdos-d4-anti-drone-system-to-be-deployed-on-the-western-border-with-pakistan/,"March 15, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG D4 Drone System Developed by the DRDO has been going through intensive trials across the country and soon will enter mass production to be deployed across the vulnerable western border with Pakistan that is using Hexacopters to drop weapons and narcotics in the Indian state of Punjab and Jammu and Kashmir to fund terror activities in the region. DRDO’s Drone, Detect, Deter and Destroy aka D4 Drone System can tackle any security threat within a 4 km radius and can take out micro drones by jamming the command and control links and further damaging the hardware of the drones. D4 Drone System is also equipped with a laser system that can take out targets up to 1.25km which are much more sophisticated drone which doesn’t have drone operators and work on pre-coded coordinates for dropping narcotics and arms."
"OPINION : With Australia receiving Virginia-class submarines, Hope India may be spared of Western hypocrisy",https://idrw.org/opinion-with-australia-receiving-virginia-class-submarines-hope-india-may-be-spared-of-western-hypocrisy/,"March 13, 2023","SOURCE: DEEPAK HILORI/ FOR MY TAKE / IDRW.ORG In the first phase, Australia will purchase three to five Virginia-class nuclear submarines from the United States, and in the second phase, it will purchase a second line of AUKUS-class submarines based on UK designs and US technology, to be built beginning in the mid-to-late 2030s, with at least some of the construction taking place at the Osborne shipyards in Adelaide. The United Kingdom and the United States will not only sell Virginia-class nuclear submarines to Australia, but will also supply key nuclear technology, such as nuclear reactors, to Australia for local production of the submarines. In 2019, India signed a $3 billion contract with Russia for the lease of an Akula-1 class submarine, dubbed the Chakra III nuclear submarine, which will arrive in India by 2025 with induction in 2026. With the ongoing war and the fallout from Russian economic sanctions, it is unclear whether India has been able to make payments for the submarine and the progress of Russia’s refurbishment work. However, with China’s growing naval presence and delays in its own nuclear submarine project, India has planned to acquire a second SSN, allowing the navy to operate two independent carrier battle groups, each with one SSN, centered on the INS Vikramaditya and INS Vikrant. India, which has a critical role to play in the Indo-Pacific to counter Chinese activities in the region, has remained silent on the AUKUS development, and since the conflict between Russia and Ukraine, it has been less vocal about the deal in order to avoid drawing too much attention to its own deal with Russia. India is leasing Akula Class submarines from Russia to advance its own Nuclear attack submarine programme, but Western hypocrisy knows no bounds, and this could be interpreted as India’s efforts to fund the war in Western media while they rush to sell nuclear submarines to a country that is less likely to go to war with China than India and has no history of conflicts with China. The Indian PMO, with the assistance of NSA Ajit Doval, has been able to keep the Indian Nuclear submarine programme out of the spotlight. However, leasing of Russian Akula class submarines and another two that are in the pipeline will play a critical role in the development of the local nuclear attack submarine programme as well as the larger ballistic missile submarine that are all set to go on the market. Disclaimer : Articles published under ” MY TAKE ” are articles written by Guest Writers and Opinions expressed within this article are the personal opinions of the author. IDRW.ORG is not responsible for the accuracy, completeness, suitability, or validity of any information on this article. All information is provided on an as-is basis. The information, facts or opinions appearing in the article do not reflect the views of IDRW.ORG and IDRW.ORG does not assume any responsibility or liability for the same. article is for information purposes only and not intended to constitute professional advice . Article by DEEPAK HILORI , cannot be republished Partially or Full without consent from Writer or idrw.org"
SAAB to commence delivery of AT4CS Support Weapon to India,https://idrw.org/saab-to-commence-delivery-of-at4cs-support-weapon-to-india/,"March 15, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Swedish defence manufacturer SAAB will commence deliveries of AT4CS single-shot weapons to the Indian Army in Q3 of 2023 contract for which was placed last January of 2022. AT4CS can be fired from confined spaces such as from inside buildings, bunkers and other urban environments and offers a tandem warhead with a breach or blast mode, which is optimised to defeat enemies within buildings and to destroy structures, which can create a point of access into them. AT4 will be used by the Indian Army and the Indian Air Force to be used as a single-shot system that has proven efficacy against structures, landing craft, helicopters, Armoured vehicles and personnel."
BrahMos Aerospace lines up more tests of BrahMos-ER with an 800km range,https://idrw.org/brahmos-aerospace-lines-up-more-tests-of-brahmos-er-with-an-800km-range/,"March 14, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Indian Armed Forces have commenced taking deliveries of BrahMos with an Enhanced range of 450km from the previous range of 290km but BrahMos Aerospace already has commenced testing of the BrahMos-ER (Extended Range ) that will have a range of 800km and has plans for more tests. BrahMos Aerospace has lined up more testing of the BrahMos-ER this year as the variant has a considerable upgrade and higher levels of Indigenization to the missile technology than the BrahMos Enhanced which has a 450km range. Several systems are being upgraded for long-range mission profiles including its seeker, higher Mach 4 numbers and propulsion to get desired range of 800km. BrahMos-ER variants from Coastal Batteries to Ship-launched variant will be upgraded to the latest variant once it clears all developmental trials which will boost the counterfire range of Indian warships."
Philippines considering equipping BrahMos on its Frigates,https://idrw.org/philippines-considering-equipping-brahmos-on-its-frigates/,"March 14, 2023",SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Philippine Navy (PN) is considering arming India’s BrahMos cruise missile on its guided missile frigates that it had procured from South Korea after the Philippine Marine Corps (PMC) ordered three Coastal batteries of the BrahMos cruise missiles in 2022 to provide counter-attack capabilities within the Philippine exclusive economic zone is set to take deliveries soon. PMC is eagerly waiting for deliveries to commence from India after Philippine Marine Corps’ Coastal Defense Regiment (CDR) personnel completed training to operate BrahMos Coastal cruise missiles last month which has caught the attention of the PN that is considering equipping a ship-launched variant of its warships. Jose Rizal-class frigate which is a heavily modified variant of the ROK Navy’s Incheon-class frigates is a platform that might be equipped with the ship-launched variant of the BrahMos that will provide enhanced deterrence against any attempt to undermine its sovereignty and sovereign rights in the region. Jose Rizal-class frigates have a displacement of just over 2600tons which will limit the number of BrahMos they can carry to four but still provide enhanced firepower to the frigates considering Chinese warships have 4-5 more displacement but are still vulnerable to BrahMos.
"FICV Bids closed, IA makes it mandatory to own the design",https://idrw.org/ficv-bids-closed-ia-makes-it-mandatory-to-own-the-design/,"March 14, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG In June 2021, the Indian Army issued a request for information (RFI) on the planned procurement of 1,750 units of indigenously developed, amphibious tracked FICVs and Vendors who did not respond to the June 2021 RFI were given till 1 March 2023 deadline to express an interest. The Indian Army announced on December 22, 2022, that an acceptance of necessity had been granted for the procurement of new Futuristic Infantry Combat Vehicles (Tracked), confirming that prototype trials after completion of TEC will begin in 36 months and L1 and L2 vendors will receive a 60:40 split order quantity for manufacturing of 1,750 units. idrw.org has been told that owning intellectual property (IP) of the FICV by the local firm that has sent their bids along with the partnership with a foreign vendor will require the local firm to make design changes or evolve their design to own IP rights as mandated by the Indian Army Requirments. India’s state-run Armoured Vehicles Nigam Limited (AVNL) has promised to roll out its own FICV prototype by 2024 powered by a 600 hp engine with an automatic transmission that can carry 3 crew with 8 soldiers and is armed with a Manned turret (un-manned turret as EPP) with FCS, fire & forget top-attack ATGMs, automatic 30mm cannon calibre, co-axial machine gun and a stabilised RCWS with 12.7mm machine gun. Private firm L&T Defenc already has selected Allison Transmission 3040 MX propulsion solution for its FICV prototype and Tata Motors has signed a strategic agreement with Bharat Forge Limited and General Dynamics Land Systems (GDLS) of the US to bring a highly evolved AJAX Armoured Fighting Vehicle. Two more Indian Private players also have shown interest in the program. FICV on offer should have a minimum of 50% indigenous content on the cost basis of the total contract value and Project FICV being accorded a funding ratio of 80:20 MoD and industry. According to the Army’s new RFI, approximately 55% of the total number of FICVs will be the “gun version,” with the remainder being specialist vehicles equipped with mini-drones and kamikaze drones."
IAF indigenous Identification Friend or Foe (IFF) system to negate friendly fire,https://idrw.org/iaf-indigenous-identification-friend-or-foe-iff-system-to-negate-friendly-fire/,"March 13, 2023","SOURCE: RAUNAK KUNDE / NEWS BEAT / IDRW.ORG Vayulink system developed by Wing Commander Vishal Mishra, a helicopter pilot with the Indian Air Force (IAF) to recognise all friendly forces on a battlefield including non-aerial combat system is all set to enter operational deployment with the IAF that will reduce any friendly fire incidents like that happens under the fog of war. Vayulink ecosystem is an in-house developed tactical data link system that can communicate in real-time with all friendly assets so that they remain jammed-proof and are not targeted by their forces in event of war. Vayulink will vastly improve situational awareness among friendly forces and since the system can also be adopted into ground combat vehicles like main battle tanks and other support and associate vehicles it will reduce chances of misidentification of the ground forces by IAF."
