Title,Link,Published Date
Grene Robotics acquires Apogee C4I’s deep-tech IP,https://idrw.org/grene-robotics-acquires-apogee-c4is-deep-tech-ip/,"May 10, 2023"
"India, Israel Vow To Expand Ties In Regional Connectivity, Defence, Trade",https://idrw.org/india-israel-vow-to-expand-ties-in-regional-connectivity-defence-trade/,"May 10, 2023"
“Baseless”: Geological Survey Dismisses Reports On Lithium Reserves Found In Rajasthan,https://idrw.org/baseless-geological-survey-dismisses-reports-on-lithium-reserves-found-in-rajasthan/,"May 10, 2023"
"In A First, Blood Bags Delivered By Drones In Noida",https://idrw.org/in-a-first-blood-bags-delivered-by-drones-in-noida/,"May 10, 2023"
NIA cracks down on newly-launched terror outfits in J&K,https://idrw.org/nia-cracks-down-on-newly-launched-terror-outfits-in-jk/,"May 10, 2023"
Russia expected to approve the use of Zircon scramjet propulsion for India’s BrahMos-2K,https://idrw.org/russia-expected-to-approve-the-use-of-zircon-scramjet-propulsion-for-indias-brahmos-2k/,"May 10, 2023"
IIT Madras and DRDO to develop Next Generation SONAR,https://idrw.org/iit-madras-and-drdo-to-develop-next-generation-sonar/,"May 10, 2023"
Indian Army looks for an 8×8 High Mobility Vehicle for the transportation of Main Battle Tanks,https://idrw.org/indian-army-looks-for-an-8x8-high-mobility-vehicle-for-the-transportation-of-main-battle-tanks/,"May 10, 2023"
"Chinese militia boats cross ASEAN, Indian warships exercising in South China Sea",https://idrw.org/chinese-militia-boats-cross-asean-indian-warships-exercising-in-south-china-sea/,"May 10, 2023"
"Imran Khan arrest: Indian defence forces keeping close watch on developments in Pakistan, tighten vigil along borders",https://idrw.org/imran-khan-arrest-indian-defence-forces-keeping-close-watch-on-developments-in-pakistan-tighten-vigil-along-borders/,"May 10, 2023"
IAF has stood like strong wall for country’s security: Rajnath Singh,https://idrw.org/iaf-has-stood-like-strong-wall-for-countrys-security-rajnath-singh/,"May 10, 2023"
BITS Pilani Students’ Human Rover Bags Top Prize At NASA Challenge,https://idrw.org/bits-pilani-students-human-rover-bags-top-prize-at-nasa-challenge/,"May 10, 2023"
ASEAN-India Naval Exercise Demonstrated to Operate as Integrated Force: Navy,https://idrw.org/asean-india-naval-exercise-demonstrated-to-operate-as-integrated-force-navy/,"May 10, 2023"
"India has to be on guard, Pakistan will try to “divert attention”: Security expert Tilak Devasher",https://idrw.org/india-has-to-be-on-guard-pakistan-will-try-to-divert-attention-security-expert-tilak-devasher/,"May 10, 2023"
"Hybrid terrorists linked to new offshoots of Pak-backed terror outfits involved in collection, distribution of sticky bombs in J-K: NIA",https://idrw.org/hybrid-terrorists-linked-to-new-offshoots-of-pak-backed-terror-outfits-involved-in-collection-distribution-of-sticky-bombs-in-j-k-nia/,"May 10, 2023"
"“There will be an outcry in Pakistan because of his popularity,” says security expert on Imran Khan’s arrest",https://idrw.org/there-will-be-an-outcry-in-pakistan-because-of-his-popularity-says-security-expert-on-imran-khans-arrest/,"May 10, 2023"
"Custody Of Defence Scientist, Arrested For Giving Info To Pak, Extended",https://idrw.org/custody-of-defence-scientist-arrested-for-giving-info-to-pak-extended/,"May 10, 2023"
S Jaishankar Holds Bilateral Talks With Israel Foreign Minister,https://idrw.org/s-jaishankar-holds-bilateral-talks-with-israel-foreign-minister/,"May 10, 2023"
"At G20 Development Group Meet, India Presents Sustainable Growth Agenda",https://idrw.org/at-g20-development-group-meet-india-presents-sustainable-growth-agenda/,"May 10, 2023"
Two Lashkar Associates Arrested In Jammu And Kashmir: Cops,https://idrw.org/two-lashkar-associates-arrested-in-jammu-and-kashmir-cops/,"May 10, 2023"
DRDO to test submarine launched wire-guided heavyweight torpedo,https://idrw.org/drdo-to-test-submarine-launched-wire-guided-heavyweight-torpedo/,"May 9, 2023"
PAF Veteran reveals Pakistani contribution to JF-17 program at just over 10%,https://idrw.org/paf-veteran-reveals-pakistani-contribution-to-jf-17-program-at-just-over-10/,"May 9, 2023"
F-35 soon to be brought by New Customer : Lockheed,https://idrw.org/f-35-soon-to-be-brought-by-new-customer-lockheed/,"May 9, 2023"
Common Uniform For Brigadiers And Above Rank Officers From August: Report,https://idrw.org/common-uniform-for-brigadiers-and-above-rank-officers-from-august-report/,"May 9, 2023"
Govt may soon invite financial bids for selling 26% in defence PSU BEML,https://idrw.org/govt-may-soon-invite-financial-bids-for-selling-26-in-defence-psu-beml/,"May 9, 2023"
"India, UK joint military exercise ‘Ajeya Warrior’ underway",https://idrw.org/india-uk-joint-military-exercise-ajeya-warrior-underway/,"May 9, 2023"
India should change strategy to combat terrorism in Kashmir – Shanta Kumar,https://idrw.org/india-should-change-strategy-to-combat-terrorism-in-kashmir-shanta-kumar/,"May 9, 2023"
Chinese delegation to visit Gilgit-Baltistan next week,https://idrw.org/chinese-delegation-to-visit-gilgit-baltistan-next-week/,"May 9, 2023"
IAF working on phasing out remaining three squadrons of MiG-21 jets,https://idrw.org/iaf-working-on-phasing-out-remaining-three-squadrons-of-mig-21-jets/,"May 9, 2023"
China’s CPEC railway to Pakistan via PoK to cost USD 57.7 billion: Study,https://idrw.org/chinas-cpec-railway-to-pakistan-via-pok-to-cost-usd-57-7-billion-study/,"May 9, 2023"
"ASEAN India maritime exercise over in South China Sea, Indian warships move to new destination",https://idrw.org/asean-india-maritime-exercise-over-in-south-china-sea-indian-warships-move-to-new-destination/,"May 9, 2023"
Indian Naval Vessel Tarini on return passage to India after six-month-long expedition,https://idrw.org/indian-naval-vessel-tarini-on-return-passage-to-india-after-six-month-long-expedition/,"May 9, 2023"
Will “Re-Accelerate” Work With India: Israel Foreign Minister,https://idrw.org/will-re-accelerate-work-with-india-israel-foreign-minister/,"May 9, 2023"
Jharkhand Police Arrests 3 Naxals,https://idrw.org/jharkhand-police-arrests-3-naxals/,"May 9, 2023"
National Security Guard team at Amritsar twin blast site,https://idrw.org/national-security-guard-team-at-amritsar-twin-blast-site/,"May 9, 2023"
"Eye on 6th gen, Clean sheet Engine program only way for AMCA",https://idrw.org/eye-on-6th-gen-clean-sheet-engine-program-only-way-for-amca/,"May 9, 2023"
"3 Mig-21 Squadrons to Remain Operational Until 2025, to be Subsequently Replaced by Tejas Mk1A",https://idrw.org/3-mig-21-squadrons-to-remain-operational-until-2025-to-be-subsequently-replaced-by-tejas-mk1a/,"May 9, 2023"
IAF to get 100 ALS 50 loitering munition,https://idrw.org/iaf-to-get-100-als-50-loitering-munition/,"May 9, 2023"
Bayraktar TB2 by Türkiye becomes most sold UCAV,https://idrw.org/bayraktar-tb2-by-turkiye-becomes-most-sold-ucav/,"May 9, 2023"
Propaganda video released by JeM’s proxy outfit PAFF backfires as it shows composed soldiers and agitated terrorists during Army Truck ambush,https://idrw.org/propaganda-video-released-by-jems-proxy-outfit-paff-backfires-as-it-shows-composed-soldiers-and-agitated-terrorists-during-army-truck-ambush/,"May 9, 2023"
Private Space Companies In India Prepare For Liftoff,https://idrw.org/private-space-companies-in-india-prepare-for-liftoff/,"May 9, 2023"
"India, US, Saudi Arabia, UAE advance shared vision of a more secure, prosperous Middle East region",https://idrw.org/india-us-saudi-arabia-uae-advance-shared-vision-of-a-more-secure-prosperous-middle-east-region/,"May 9, 2023"
“Quad not a military alliance”: Australian High Commissioner to India,https://idrw.org/quad-not-a-military-alliance-australian-high-commissioner-to-india/,"May 9, 2023"
"INS Delhi, INS Satpura successfully participated in harbour phase of ASEAN-India Maritime Exercise 2023",https://idrw.org/ins-delhi-ins-satpura-successfully-participated-in-harbour-phase-of-asean-india-maritime-exercise-2023/,"May 9, 2023"
China seeks ‘new fields’ of cooperation with Pakistan military,https://idrw.org/china-seeks-new-fields-of-cooperation-with-pakistan-military/,"May 9, 2023"
India-Russia ties look up ahead of Putin’s possible Delhi visit in July,https://idrw.org/india-russia-ties-look-up-ahead-of-putins-possible-delhi-visit-in-july/,"May 9, 2023"
‘Operation Trinetra’ in Rajouri Mountains to Flush Out Hiding Militants Continues,https://idrw.org/operation-trinetra-in-rajouri-mountains-to-flush-out-hiding-militants-continues/,"May 9, 2023"
Australia Will Track Those Responsible For Hindu Temples’ Vandalism: Envoy,https://idrw.org/australia-will-track-those-responsible-for-hindu-temples-vandalism-envoy/,"May 9, 2023"
Seven Rohingyas arrested from Kanpur for illegally entering India: Uttar Pradesh ATS,https://idrw.org/seven-rohingyas-arrested-from-kanpur-for-illegally-entering-india-uttar-pradesh-ats/,"May 9, 2023"
Israel Foreign Minister Eli Cohen to arrive in India today,https://idrw.org/israel-foreign-minister-eli-cohen-to-arrive-in-india-today/,"May 9, 2023"
"India’s First C295 Aircraft Successfully Completes Inaugural Flight in Seville, Spain",https://idrw.org/indias-first-c295-aircraft-successfully-completes-inaugural-flight-in-seville-spain/,"May 8, 2023"
Indian Navy’s MQ-9 Reaper Drone Conducts Surveillance Operations around Coco Island (Myanmar),https://idrw.org/indian-navys-mq-9-reaper-drone-conducts-surveillance-operations-around-coco-island-myanmar/,"May 8, 2023"
South Korea’s KF-21 Fighter Jet with 5th Gen Technology Set for Launch in 2029-30,https://idrw.org/south-koreas-kf-21-fighter-jet-with-5th-gen-technology-set-for-launch-in-2029-30/,"May 8, 2023"
"For Online Jihad ,ISISI eyes Indian IT Experts",https://idrw.org/for-online-jihad-isisi-eyes-indian-it-experts/,"May 8, 2023"
"After J&K, India finds Lithium reserves in Nagaur, Rajasthan",https://idrw.org/after-jk-india-finds-lithium-reserves-in-nagaur-rajasthan/,"May 8, 2023"
"Rajasthan: 3 civilians killed in Indian Air Force MiG-21 crash, pilot ejects",https://idrw.org/rajasthan-3-civilians-killed-in-indian-air-force-mig-21-crash-pilot-ejects/,"May 8, 2023"
Defence Minister inaugurates first Indian Air Force Heritage Centre in Chandigarh,https://idrw.org/defence-minister-inaugurates-first-indian-air-force-heritage-centre-in-chandigarh/,"May 8, 2023"
5 Maoists Surrender Before Security Forces In Jharkhand,https://idrw.org/5-maoists-surrender-before-security-forces-in-jharkhand/,"May 8, 2023"
Two Maoists Carrying ? 11 Lakh Bounty Killed In Chhattisgarh Encounter: Cops,https://idrw.org/two-maoists-carrying-11-lakh-bounty-killed-in-chhattisgarh-encounter-cops/,"May 8, 2023"
National Security Advisor Ajit Doval Meets US Counterpart In Saudi Arabia,https://idrw.org/national-security-advisor-ajit-doval-meets-us-counterpart-in-saudi-arabia/,"May 8, 2023"
"Vietnam, India look to enhance defence cooperation",https://idrw.org/vietnam-india-look-to-enhance-defence-cooperation/,"May 8, 2023"
"J-K: Ex-terrorist turned OGW arrested in Kupwara district, 1 grenade recovered",https://idrw.org/j-k-ex-terrorist-turned-ogw-arrested-in-kupwara-district-1-grenade-recovered/,"May 8, 2023"
Pakistan To Release 199 Jailed Indian Fishermen On Friday,https://idrw.org/pakistan-to-release-199-jailed-indian-fishermen-on-friday/,"May 8, 2023"
"Another Explosion Near Golden Temple In Punjab, Second In 3 Days",https://idrw.org/another-explosion-near-golden-temple-in-punjab-second-in-3-days/,"May 8, 2023"
"Abrogation of Article 370 ended terrorism, stone pelting in J-K: Ghulam Nabi Azad",https://idrw.org/abrogation-of-article-370-ended-terrorism-stone-pelting-in-j-k-ghulam-nabi-azad/,"May 8, 2023"
IAF looks to Tejas Mk1A and Mk2 to maintain operational capability amidst the impending retirement wave,https://idrw.org/iaf-looks-to-tejas-mk1a-and-mk2-to-maintain-operational-capability-amidst-the-impending-retirement-wave/,"May 8, 2023"
IAF resorts to the Buddy refuelling system to impart AAR Skills to pilots,https://idrw.org/iaf-resorts-to-the-buddy-refuelling-system-to-impart-aar-skills-to-pilots/,"May 8, 2023"
Russian OEMs Consider Outsourcing Spares and Sub-Assemblies to Indian Companies,https://idrw.org/russian-oems-consider-outsourcing-spares-and-sub-assemblies-to-indian-companies/,"May 8, 2023"
“Things are changing for better when it comes to J-K..”: Jaishankar,https://idrw.org/things-are-changing-for-better-when-it-comes-to-j-k-jaishankar/,"May 8, 2023"
G20 events in Kashmir “highly irresponsible”: Pakistan plays broken record,https://idrw.org/g20-events-in-kashmir-highly-irresponsible-pakistan-plays-broken-record/,"May 8, 2023"
“S. Jaishankar Emphasizes the Importance of a Good Guest for Being a Good Host During Discussion with Pakistan’s Bilawal Bhutto,https://idrw.org/s-jaishankar-emphasizes-the-importance-of-a-good-guest-for-being-a-good-host-during-discussion-with-pakistans-bilawal-bhutto/,"May 8, 2023"
"Türkiye does not ask to return F-35 program, but wants money back: Turkish FM",https://idrw.org/turkiye-does-not-ask-to-return-f-35-program-but-wants-money-back-turkish-fm/,"May 8, 2023"
India has the most uncontrollable press: Jaishankar reacts to country’s low ranking on press index,https://idrw.org/india-has-the-most-uncontrollable-press-jaishankar-reacts-to-countrys-low-ranking-on-press-index/,"May 8, 2023"
"To Expand Defence Exports, Centre To Reform Military Attaches’ Deployments",https://idrw.org/to-expand-defence-exports-centre-to-reform-military-attaches-deployments/,"May 8, 2023"
India tried to help out in Russia-Ukraine conflict: S Jaishankar,https://idrw.org/india-tried-to-help-out-in-russia-ukraine-conflict-s-jaishankar/,"May 8, 2023"
"Aided by Pakistan, microscopic terrorist minority fans flame of hate, extremism in UK, Europe: Report",https://idrw.org/aided-by-pakistan-microscopic-terrorist-minority-fans-flame-of-hate-extremism-in-uk-europe-report/,"May 8, 2023"
Posting Of Women Territorial Army Officers Along Line Of Control Approved,https://idrw.org/posting-of-women-territorial-army-officers-along-line-of-control-approved/,"May 8, 2023"
"4 Maoists Arrested Over Chhattisgarh Blast That Killed 10 Cops, Driver",https://idrw.org/4-maoists-arrested-over-chhattisgarh-blast-that-killed-10-cops-driver/,"May 8, 2023"
J-K: Special Investigation Unit raids house of active Hizbul commander in Kulgam,https://idrw.org/j-k-special-investigation-unit-raids-house-of-active-hizbul-commander-in-kulgam/,"May 8, 2023"
1 Killed After Border Force Vehicle Fell Into Gorge In Jammu And Kashmir’s Poonch,https://idrw.org/1-killed-after-border-force-vehicle-fell-into-gorge-in-jammu-and-kashmirs-poonch/,"May 8, 2023"
Trials set to begin for India’s domestically developed S-400 Class ADS Interceptor missile,https://idrw.org/trials-set-to-begin-for-indias-domestically-developed-s-400-class-ads-interceptor-missile/,"May 7, 2023"
OPINION : US Recognizes India as Equal to NATO Ally while it Denies Sale of High-End Military Equipment,https://idrw.org/opinion-us-recognizes-india-as-equal-to-nato-ally-while-it-denies-sale-of-high-end-military-equipment/,"May 7, 2023"
ISRO lines up two launches in July,https://idrw.org/isro-lines-up-two-launches-in-july/,"May 7, 2023"
Chinese Next-Gen WS-19 engine faces Supply chain issues,https://idrw.org/chinese-next-gen-ws-19-engine-faces-supply-chain-issues/,"May 7, 2023"
"Pakistan airlines plane stayed in Indian airspace for 10 mins, travelled 125 km",https://idrw.org/pakistan-airlines-plane-stayed-in-indian-airspace-for-10-mins-travelled-125-km/,"May 7, 2023"
Thales Faces French Corruption Probe Over India Mirage Contract,https://idrw.org/thales-faces-french-corruption-probe-over-india-mirage-contract/,"May 7, 2023"
Imran blasts FM Bilawal for trip to India,https://idrw.org/imran-blasts-fm-bilawal-for-trip-to-india/,"May 7, 2023"
Kashmir issue should be resolved as per UN resolutions: China,https://idrw.org/kashmir-issue-should-be-resolved-as-per-un-resolutions-china/,"May 7, 2023"
Western Command plans large-scale exercise in Punjab to assess offensive capabilities,https://idrw.org/western-command-plans-large-scale-exercise-in-punjab-to-assess-offensive-capabilities/,"May 7, 2023"
India records 18% surge in weekly cyber attacks in Jan-Mar 2023: Check Point ..,https://idrw.org/india-records-18-surge-in-weekly-cyber-attacks-in-jan-mar-2023-check-point/,"May 7, 2023"
Censors in China deleting videos about poverty,https://idrw.org/censors-in-china-deleting-videos-about-poverty/,"May 7, 2023"
"Russia, India in talks over absence of mutual transactions inrupees: Lavrov",https://idrw.org/russia-india-in-talks-over-absence-of-mutual-transactions-inrupees-lavrov/,"May 7, 2023"
"India, US, Saudi Arabia, and UAE to Collaborate on Joint Railway Infrastructure Development",https://idrw.org/india-us-saudi-arabia-and-uae-to-collaborate-on-joint-railway-infrastructure-development/,"May 7, 2023"
"Kashmir awaits economic boost as G20 meeting set to bring new hope for employment, investment",https://idrw.org/kashmir-awaits-economic-boost-as-g20-meeting-set-to-bring-new-hope-for-employment-investment/,"May 7, 2023"
"J-K: Major tragedy averted in Pulwama, police recover IED from terror associate",https://idrw.org/j-k-major-tragedy-averted-in-pulwama-police-recover-ied-from-terror-associate/,"May 7, 2023"
Longer Range BrahMos SLCM for Project-75I under consideration,https://idrw.org/longer-range-brahmos-slcm-for-project-75i-under-consideration/,"May 7, 2023"
India to develop Next-Gen BMD Radar that can track Decoys,https://idrw.org/india-to-develop-next-gen-bmd-radar-that-can-track-decoys/,"May 7, 2023"
India might soon close the second export order for Guided Pinaka,https://idrw.org/india-might-soon-close-the-second-export-order-for-guided-pinaka/,"May 7, 2023"
Terrorists in Kashmir shift tactics: using caves and avoiding electronic communication,https://idrw.org/terrorists-in-kashmir-shift-tactics-using-caves-and-avoiding-electronic-communication/,"May 7, 2023"
Ukraine claims Patriot PAC-3 shootdown Russia’s Hypersonic Kh-47 Kinzhal Missile,https://idrw.org/ukraine-claims-patriot-pac-3-shootdown-russias-hypersonic-kh-47-kinzhal-missile/,"May 7, 2023"
"Republic Day 2024: Only females to be part of marching contingents, bands",https://idrw.org/republic-day-2024-only-females-to-be-part-of-marching-contingents-bands/,"May 7, 2023"
"China, Pakistan mention Kashmir in a joint statement",https://idrw.org/china-pakistan-mention-kashmir-in-a-joint-statement/,"May 7, 2023"
Indian Army expresses gratitude to villagers for helping chopper crew after hard landing in J-K’s Kishtwar,https://idrw.org/indian-army-expresses-gratitude-to-villagers-for-helping-chopper-crew-after-hard-landing-in-j-ks-kishtwar/,"May 7, 2023"
India and China’s race for Maldives,https://idrw.org/india-and-chinas-race-for-maldives/,"May 7, 2023"
"Drones, Army choppers pressed into service in ethnic violence-hit Manipur",https://idrw.org/drones-army-choppers-pressed-into-service-in-ethnic-violence-hit-manipur/,"May 7, 2023"
INS Magar – Navy’s Landing Ship Decommissioned After 36 Years Of Service,https://idrw.org/ins-magar-navys-landing-ship-decommissioned-after-36-years-of-service/,"May 7, 2023"
"“Papa, Please Come Back,” Says Daughter Of Soldier Killed In J&K Attack",https://idrw.org/papa-please-come-back-says-daughter-of-soldier-killed-in-jk-attack/,"May 7, 2023"
"In Joint Operation Of Forces, 1 Terrorist Killed, 1 Likely Injured In J&K",https://idrw.org/in-joint-operation-of-forces-1-terrorist-killed-1-likely-injured-in-jk/,"May 7, 2023"
Vietnam’s Buddhist monk seeks Indian support for peace outreach in Myanmar,https://idrw.org/vietnams-buddhist-monk-seeks-indian-support-for-peace-outreach-in-myanmar/,"May 7, 2023"
"Bengal Farmer, Who Crossed Bangladesh Border, Returns Home After 15 Months",https://idrw.org/bengal-farmer-who-crossed-bangladesh-border-returns-home-after-15-months/,"May 7, 2023"
Indian Army looking at BeiDou / GPS Jammers to thwart attack by Smart Weapons,https://idrw.org/indian-army-looking-at-beidou-gps-jammers-to-thwart-attack-by-smart-weapons/,"May 6, 2023"
AIM-120D3: US is cranking up production of its next-generation air missile to beat China,https://idrw.org/aim-120d3-us-is-cranking-up-production-of-its-next-generation-air-missile-to-beat-china/,"May 6, 2023"
Khalistani Terrorists killed in Pakistan by Unknown Gunman,https://idrw.org/khalistani-terrorists-killed-in-pakistan-by-unknown-gunman/,"May 6, 2023"
India considers foreign investment in N-power,https://idrw.org/india-considers-foreign-investment-in-n-power/,"May 6, 2023"
When does Pakistan vacate its illegal occupation of PoK is only issue to discuss: Jaishankar,https://idrw.org/when-does-pakistan-vacate-its-illegal-occupation-of-pok-is-only-issue-to-discuss-jaishankar/,"May 6, 2023"
Army grounds ALH Dhruv fleet following May 4 crash in J&K,https://idrw.org/army-grounds-alh-dhruv-fleet-following-may-4-crash-in-jk/,"May 6, 2023"
Russia Says It Has Billions of Indian Rupees That It Can’t Use,https://idrw.org/russia-says-it-has-billions-of-indian-rupees-that-it-cant-use/,"May 6, 2023"
Pakistan-India talks hurt by Delhi’s decision to end Kashmir special status: Pakistan foreign minister,https://idrw.org/pakistan-india-talks-hurt-by-delhis-decision-to-end-kashmir-special-status-pakistan-foreign-minister/,"May 6, 2023"
"China assures Russia, India of deepening ‘cooperation’",https://idrw.org/china-assures-russia-india-of-deepening-cooperation/,"May 6, 2023"
Pak FM Bilawal Describes His India Visit As A ‘Success’,https://idrw.org/pak-fm-bilawal-describes-his-india-visit-as-a-success/,"May 6, 2023"
India To Build Massive Observatory ‘LIGO’ To Detect Gravitational Waves,https://idrw.org/india-to-build-massive-observatory-ligo-to-detect-gravitational-waves/,"May 6, 2023"
Terrorists responsible for killing soldiers in Rajouri will be hunted down: Rajnath,https://idrw.org/terrorists-responsible-for-killing-soldiers-in-rajouri-will-be-hunted-down-rajnath/,"May 6, 2023"
Preparations for G20 events in full swing; J-K ready to showcase its tourist potential,https://idrw.org/preparations-for-g20-events-in-full-swing-j-k-ready-to-showcase-its-tourist-potential/,"May 6, 2023"
Lashkar Terrorist Killed In Encounter With Army In J&K’s Baramulla,https://idrw.org/lashkar-terrorist-killed-in-encounter-with-army-in-jks-baramulla/,"May 6, 2023"
CAPFs and the NDRF to get Millet based Meals,https://idrw.org/capfs-and-the-ndrf-to-get-millet-based-meals/,"May 6, 2023"
F414: US Administration requests order confirmation details and IPR protection assurance from India,https://idrw.org/f414-us-administration-requests-order-confirmation-details-and-ipr-protection-assurance-from-india/,"May 6, 2023"
QRSAM production has been approved after fixing technical problems.,https://idrw.org/qrsam-production-has-been-approved-after-fixing-technical-problems/,"May 6, 2023"
India issues Fresh NOTAM for Ballistic Missile,https://idrw.org/india-issues-fresh-notam-for-ballistic-missile/,"May 6, 2023"
"Battlefield surveillance system to situational awareness module, Army working on number of key projects to transform itself: Sources",https://idrw.org/battlefield-surveillance-system-to-situational-awareness-module-army-working-on-number-of-key-projects-to-transform-itself-sources/,"May 6, 2023"
“Wake up and smell the coffee”: EAM Jaishankar slams Pak FM Bhutto on abrogation of Article 370 in J&K,https://idrw.org/wake-up-and-smell-the-coffee-eam-jaishankar-slams-pak-fm-bhutto-on-abrogation-of-article-370-in-jk/,"May 6, 2023"
IRGC to build aircraft carrier,https://idrw.org/irgc-to-build-aircraft-carrier/,"May 6, 2023"
Indo-China relations won’t be normal until peace and tranquillity maintained at border: EAM,https://idrw.org/indo-china-relations-wont-be-normal-until-peace-and-tranquillity-maintained-at-border-eam/,"May 6, 2023"
"“Promoter, justifier, spokesperson for terrorism…”: Jaishankar names and shames Bilawal Bhutto",https://idrw.org/promoter-justifier-spokesperson-for-terrorism-jaishankar-names-and-shames-bilawal-bhutto/,"May 6, 2023"
DRDO had sacked senior scientist arrested for leaking info to suspected Pakistani spies,https://idrw.org/drdo-had-sacked-senior-scientist-arrested-for-leaking-info-to-suspected-pakistani-spies/,"May 6, 2023"
Pakistan credibility is depleting faster than its forex reserve: EAM slams Pak FM Bhutto in Goa,https://idrw.org/pakistan-credibility-is-depleting-faster-than-its-forex-reserve-eam-slams-pak-fm-bhutto-in-goa/,"May 6, 2023"
"India, Russia Agree To Strengthen Counter-Terrorism Cooperation",https://idrw.org/india-russia-agree-to-strengthen-counter-terrorism-cooperation/,"May 6, 2023"
"After attack on Army Truck, Unit stops outreach program to area locals",https://idrw.org/after-attack-on-army-truck-unit-stops-outreach-program-to-area-locals/,"May 6, 2023"
Navy chief Admiral R Hari Kumar interacts with INS Delhi and INS Satpura crew in Singapore,https://idrw.org/navy-chief-admiral-r-hari-kumar-interacts-with-ins-delhi-and-ins-satpura-crew-in-singapore/,"May 6, 2023"
"India closes Operation Kaveri, 3,862 persons rescued from conflict-torn Sudan",https://idrw.org/india-closes-operation-kaveri-3862-persons-rescued-from-conflict-torn-sudan/,"May 6, 2023"
Amritpal Singh’s wife meets him at Assam jail,https://idrw.org/amritpal-singhs-wife-meets-him-at-assam-jail/,"May 6, 2023"
"After Dry Kaveri , Godrej Aerospace to manufacture another engine for DRDO",https://idrw.org/after-dry-kaveri-godrej-aerospace-to-manufacture-another-engine-for-drdo/,"May 5, 2023"
Focus back on ALH-Dhruv after fresh Crash,https://idrw.org/focus-back-on-alh-dhruv-after-fresh-crash/,"May 5, 2023"
"OPINION : India Must Build Many XLUUVs to Protect SSBNs,CBGs, and Indian Ocean",https://idrw.org/opinion-india-must-build-many-xluuvs-to-protect-ssbnscbgs-and-indian-ocean/,"May 5, 2023"
PM Modi To Be Macron’s Guest Of Honour At France’s Bastille Day Parade,https://idrw.org/pm-modi-to-be-macrons-guest-of-honour-at-frances-bastille-day-parade/,"May 5, 2023"
"India-China border stable, both sides should push for further cooling: Chinese FM to Jaishankar",https://idrw.org/india-china-border-stable-both-sides-should-push-for-further-cooling-chinese-fm-to-jaishankar/,"May 5, 2023"
"J-K: 5 Indian Army personnel killed, 1 injured in Rajouri encounter",https://idrw.org/j-k-5-indian-army-personnel-killed-1-injured-in-rajouri-encounter/,"May 5, 2023"
Qureshi says Bilawal’s India visit ‘a real opportunity’ to raise bilateral issues,https://idrw.org/qureshi-says-bilawals-india-visit-a-real-opportunity-to-raise-bilateral-issues/,"May 5, 2023"
SCO meeting in Goa: Jaishankar’s ‘Namaste’ reciprocates with Qin Gang’s ‘fist and palm’ salute,https://idrw.org/sco-meeting-in-goa-jaishankars-namaste-reciprocates-with-qin-gangs-fist-and-palm-salute/,"May 5, 2023"
"India quietly counters China’s BRI with 7,200 km transport corridor",https://idrw.org/india-quietly-counters-chinas-bri-with-7200-km-transport-corridor/,"May 5, 2023"
‘Terrorism must be stopped in all forms including cross-border terror’,https://idrw.org/terrorism-must-be-stopped-in-all-forms-including-cross-border-terror/,"May 5, 2023"
Nepali businesses bleed as Indian pilgrims keep away from Chinese border-crossing during Yatra,https://idrw.org/nepali-businesses-bleed-as-indian-pilgrims-keep-away-from-chinese-border-crossing-during-yatra/,"May 5, 2023"
"Ahead of PM Modi’s visit, yet another Hindu temple vandalised in Australia",https://idrw.org/ahead-of-pm-modis-visit-yet-another-hindu-temple-vandalised-in-australia/,"May 5, 2023"
J-K: Northern Army Commander pays tribute to technician killed in chopper crash,https://idrw.org/j-k-northern-army-commander-pays-tribute-to-technician-killed-in-chopper-crash/,"May 5, 2023"
"No shake hand, only Namastey; Jaishankar greets Zardari at SCO meet",https://idrw.org/no-shake-hand-only-namastey-jaishankar-greets-zardari-at-sco-meet/,"May 5, 2023"
"Arms, Ammunition Seized from House in J-K’s Pulwama; One Arrested",https://idrw.org/arms-ammunition-seized-from-house-in-j-ks-pulwama-one-arrested/,"May 5, 2023"
Possible US Response if France and India Pursue Government-to-Government Deal on Fighter Jets,https://idrw.org/possible-us-response-if-france-and-india-pursue-government-to-government-deal-on-fighter-jets/,"May 5, 2023"
Can configure C-390 as FRA for Indian Air Force : CEO of Embraer,https://idrw.org/can-configure-c-390-as-fra-for-indian-air-force-ceo-of-embraer/,"May 5, 2023"
Bengaluru-based Startup Explores Hyperspectral Imagery Satellites for Surveillance of Hostile Neighbors,https://idrw.org/bengaluru-based-startup-explores-hyperspectral-imagery-satellites-for-surveillance-of-hostile-neighbors/,"May 5, 2023"
OFK’s power cartridge will extinguish the fire of fighter aircraft,https://idrw.org/ofks-power-cartridge-will-extinguish-the-fire-of-fighter-aircraft/,"May 5, 2023"
"India Developing Anti-Drone Technology to Combat Pakistan’s Use of Drones for Smuggling Arms and Drugs, Says Amit Shah",https://idrw.org/india-developing-anti-drone-technology-to-combat-pakistans-use-of-drones-for-smuggling-arms-and-drugs-says-amit-shah/,"May 5, 2023"
Defence Research Body Scientist Arrested For Providing Secret Info To Pak,https://idrw.org/defence-research-body-scientist-arrested-for-providing-secret-info-to-pak/,"May 5, 2023"
